,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,execution,write_delta,was_cached,cache_writes,cache_reads,execution_trigger,triggered_by,threshold,network_speed,runtime,latency
0,a92e31721c184ba614b6c032ee0cafc0,select,118219297,40067679688,0,0.4059060581267194,0,1,801353593760,1,300891A,,2024-04-14 12:14:36,338.92672943233623,6778.534588646725,0.0008476372112735,2.84,False,False,normal,False,False,0,1,immediate,a92e31721c184ba614b6c032ee0cafc0,1101.0348695652174,17179869184.0,0.21144835453932978,0.21144835453932978
1,3d22f2f546489140320bbefcdd273019,select,6782357442,13605258469,0,0.1457723764221054,0,1,272105169380,1,29739A,,2024-04-14 12:15:31,2.0059778012802645,40.11955602560529,0.0008476372112735,2.08,False,False,normal,False,False,0,1,immediate,3d22f2f546489140320bbefcdd273019,1101.0348695652174,17179869184.0,0.46943970174957617,0.46943970174957617
2,68f2e33dad8df884b5cb930dc425f29f,select,7106639472,23307173710,0,0.2424803079698549,0,1,466143474200,1,59259A,,2024-04-14 12:15:50,3.27963361611768,65.5926723223536,0.0012714558169103,2.8,False,False,normal,False,False,0,1,immediate,68f2e33dad8df884b5cb930dc425f29f,1101.0348695652174,17179869184.0,0.5362822546388312,0.5362822546388312
3,286bd2aadd5993c446df409b551994a1,select,546198895,57789366378,0,0.5847225458804575,0,1,1155787327560,1,59743A,,2024-04-14 12:16:31,105.80278888700424,2116.055777740085,0.0004238186056367,4.15,False,False,normal,False,False,0,1,immediate,286bd2aadd5993c446df409b551994a1,1101.0348695652174,17179869184.0,0.3256041578352525,0.3256041578352525
4,dd6548a182852aa27c0ad4fed39e6b26,select,3065229712,57757636556,0,0.5859568941910404,0,1,1155152731120,1,1460A,,2024-04-14 12:16:48,18.842841151475827,376.8568230295165,0.0006357279084551,4.55,False,False,normal,False,False,0,1,immediate,dd6548a182852aa27c0ad4fed39e6b26,1101.0348695652174,17179869184.0,0.4724012456477624,0.4724012456477624
5,4276ae8f0546ae764cd9ea99763c69a5,select,1148828007,27483798429,0,0.2879915712445908,0,1,549675968580,1,59394A,,2024-04-14 12:16:50,23.92333600986105,478.466720197221,0.0014833651197287,2.17,False,False,normal,False,False,0,1,immediate,4276ae8f0546ae764cd9ea99763c69a5,1101.0348695652174,17179869184.0,0.21232513581223136,0.21232513581223136
6,952eba784bfa9ad0cb80408878ad405f,select,496902837,40002297809,0,0.4061874051861323,0,1,800045956180,1,228709A,,2024-04-14 12:16:58,80.50325904860954,1610.0651809721908,0.0006357279084551,2.9,False,False,normal,False,False,0,1,immediate,952eba784bfa9ad0cb80408878ad405f,1101.0348695652174,17179869184.0,0.2334568885679077,0.2334568885679077
7,eff7ad6427808438dfa3a6b812415da5,select,244070545,34887022400,0,0.3545611744521087,0,1,697740448000,1,228811A,,2024-04-14 12:17:07,142.93827385029192,2858.7654770058384,0.0006357279084551,2.5,False,False,normal,False,False,0,1,immediate,eff7ad6427808438dfa3a6b812415da5,1101.0348695652174,17179869184.0,0.1928666703986021,0.1928666703986021
8,001fc7dd57242121b44b06e1915d8b5b,delete,152488125,0,35447329,0.0044128091017181,0,1,0,1,918A,96A,2024-04-14 12:17:14,0.0,0.0,0.0008476372112735,0.06,False,False,normal,False,False,0,0,immediate,001fc7dd57242121b44b06e1915d8b5b,1101.0348695652174,17179869184.0,0.013145687730909602,
9,2d7c99c98ee0e611255db2df9813e913,select,429236785,44203986991,0,0.4453994619804083,0,1,884079739820,1,59743A,,2024-04-14 12:17:20,102.9827557556606,2059.655115113212,0.0010595465140919,3.16,False,False,normal,False,False,0,1,immediate,2d7c99c98ee0e611255db2df9813e913,1101.0348695652174,17179869184.0,0.24910576297727902,0.24910576297727902
