,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,execution,write_delta,was_cached,cache_writes,cache_reads,execution_trigger,triggered_by,threshold,network_speed,runtime,latency
0,050fd1c8faedb1bac7fa1a684cefedf1,select,118219297,4006767968,0,0.0452969409267194,0,1,80135359360,1,300891A,,2024-04-14 12:14:36,33.89267293646654,677.8534587293308,0.0008476372112735,2.4,False,False,normal,False,False,0,1,immediate,050fd1c8faedb1bac7fa1a684cefedf1,1093.1385652173913,17179869184.0,0.17537142902069097,0.17537142902069097
1,1fcc253f751a441ed1f60392a5e68fa0,select,6782357442,1360525846,0,0.0233250501921054,0,1,27210516920,1,29739A,,2024-04-14 12:15:31,0.2005977799953292,4.011955599906585,0.0008476372112735,2.24,True,True,normal,False,False,1,1,immediate,1fcc253f751a441ed1f60392a5e68fa0,1093.1385652173913,17179869184.0,2.2827038329650327,2.2827038329650327
2,a8742ed4e427b21e5ec23107238448d0,select,7106639472,2330717371,0,0.0327157445798549,0,1,46614347420,1,59259A,,2024-04-14 12:15:50,0.327963361611768,6.55926723223536,0.0012714558169103,2.79,True,True,normal,False,False,1,1,immediate,a8742ed4e427b21e5ec23107238448d0,1093.1385652173913,17179869184.0,3.610963864199779,3.610963864199779
3,10944d9197940464261ff558d34c01c7,select,546198895,5778936637,0,0.0646182484704574,0,1,115578732740,1,59743A,,2024-04-14 12:16:31,10.580278887235757,211.60557774471516,0.0004238186056367,3.49,False,False,normal,False,False,0,1,immediate,10944d9197940464261ff558d34c01c7,1093.1385652173913,17179869184.0,0.252474045528859,0.252474045528859
4,67371b1c6407a2f05c2b48d82882a2aa,select,3065229712,5775763655,0,0.0661381651810402,0,1,115515273100,1,1460A,,2024-04-14 12:16:48,1.8842841149518388,37.68568229903678,0.0006357279084551,3.96,False,False,normal,False,False,0,1,immediate,67371b1c6407a2f05c2b48d82882a2aa,1093.1385652173913,17179869184.0,0.35587259759278816,0.35587259759278816
5,dc0872a12fdf6ce122a9201777def747,select,1148828007,2748379842,0,0.0406373853745907,0,1,54967596840,1,59394A,,2024-04-14 12:16:50,2.3923336002026976,47.84667200405396,0.0014833651197287,2.24,False,False,normal,False,False,0,1,immediate,dc0872a12fdf6ce122a9201777def747,1093.1385652173913,17179869184.0,0.2067980581895234,0.2067980581895234
6,0f78baa587eeee456ebdf377ddef39c8,select,496902837,4000229780,0,0.0461667248961323,0,1,80004595600,1,228709A,,2024-04-14 12:16:58,8.050325903049734,161.0065180609947,0.0006357279084551,2.5,False,False,normal,False,False,0,1,immediate,0f78baa587eeee456ebdf377ddef39c8,1093.1385652173913,17179869184.0,0.18037297993328727,0.18037297993328727
7,eb046d72a7a12f2a1013e65dfe1fb870,select,244070545,3488702240,0,0.0405779728521087,0,1,69774044800,1,228811A,,2024-04-14 12:17:07,14.293827385029193,285.87654770058384,0.0006357279084551,2.16,False,False,normal,False,False,0,1,immediate,eb046d72a7a12f2a1013e65dfe1fb870,1093.1385652173913,17179869184.0,0.1816213914993226,0.1816213914993226
8,001fc7dd57242121b44b06e1915d8b5b,delete,152488125,0,35447329,0.0044128091017181,0,1,0,1,918A,96A,2024-04-14 12:17:14,0.0,0.0,0.0008476372112735,0.23,False,False,normal,True,False,0,0,immediate,001fc7dd57242121b44b06e1915d8b5b,1093.1385652173913,17179869184.0,0.015208993837629721,
9,88a613c0eb04ba59a2060db11d9d4e4d,select,429236785,4420398699,0,0.0475635790604083,0,1,88407973980,1,59743A,,2024-04-14 12:17:20,10.298275575333088,205.96551150666176,0.0010595465140919,2.59,False,False,normal,False,False,0,1,immediate,88a613c0eb04ba59a2060db11d9d4e4d,1093.1385652173913,17179869184.0,0.223765004009706,0.223765004009706
10,f7e862f8d4691dab35ad4b86f72f22a6,delete,1349336793,0,31428685,0.0062878490196547,0,1,0,1,59393A,1176A,2024-04-14 12:17:45,0.0,0.0,0.0004238186056367,0.5,False,False,normal,True,False,0,0,immediate,f7e862f8d4691dab35ad4b86f72f22a6,1093.1385652173913,17179869184.0,0.08534444349370927,
11,d27e28fe63477d2505c582c277ac4429,select,361588945,2438276628,0,0.0275739012787751,0,1,48765532560,1,58A,,2024-04-14 12:17:48,6.743227805263792,134.86455610527585,0.0010595465140919,1.51,False,False,normal,False,False,0,1,immediate,d27e28fe63477d2505c582c277ac4429,1093.1385652173913,17179869184.0,0.23387628320285192,0.23387628320285192
12,08655b6f8567a94a173fb8027183799c,select,1812244451,1388894968,0,0.0161599708341982,0,1,27777899360,1,82955A,,2024-04-14 12:17:56,0.7663949348740481,15.32789869748096,0.0010595465140919,1.13,False,False,normal,False,False,0,1,immediate,08655b6f8567a94a173fb8027183799c,1093.1385652173913,17179869184.0,0.28674174340027714,0.28674174340027714
13,056b6f2047745aeca20f968fa4c1db2e,select,3417975704,2453042903,0,0.0300356386333853,0,1,49060858060,1,30304A,,2024-04-14 12:18:05,0.7176888063099,14.353776126198,0.0002119093028183,2.1,False,False,normal,False,False,0,1,immediate,056b6f2047745aeca20f968fa4c1db2e,1093.1385652173913,17179869184.0,0.3703964350753172,0.3703964350753172
14,1729b57926bc8942d5f1823abb547693,select,551793616,1503145536,0,0.0174143885636552,0,1,30062910720,1,228961A,,2024-04-14 12:18:16,2.7241082397734737,54.48216479546947,0.0004238186056367,1.0,False,False,normal,False,False,0,1,immediate,1729b57926bc8942d5f1823abb547693,1093.1385652173913,17179869184.0,0.15567979767325463,0.15567979767325463
15,2340a38951158eba1e43bbf34ab5c4de,select,555808589,3247761175,0,0.0370466898233988,0,1,64955223500,1,228551A,,2024-04-14 12:18:57,5.843308720441526,116.86617440883052,0.0006357279084551,2.03,False,False,normal,False,False,0,1,immediate,2340a38951158eba1e43bbf34ab5c4de,1093.1385652173913,17179869184.0,0.17417966628732592,0.17417966628732592
16,099781a65f58ae0d9e685eed7f2d88b8,select,3084952101,1984035447,0,0.0322090616918025,0,1,39680708940,1,59428A,,2024-04-14 12:19:19,0.6431333071125697,12.862666142251394,0.0012714558169103,2.1,False,False,normal,False,False,0,1,immediate,099781a65f58ae0d9e685eed7f2d88b8,1093.1385652173913,17179869184.0,0.3297162460293228,0.3297162460293228
17,a2e1c314d19dbe4a1f7863ed0aacbbf1,select,331344254,1326623670,0,0.0189771367423491,0,2,39798710100,1,"59360A,83120A",,2024-04-14 12:19:37,4.003762413215109,120.11287239645328,0.0006357279084551,1.02,False,False,normal,False,False,0,1,immediate,a2e1c314d19dbe4a1f7863ed0aacbbf1,1093.1385652173913,17179869184.0,0.2079365179518386,0.2079365179518386
18,f59b31bfd2eba27685ef3447b90ffd17,select,292382989,3660635187,0,0.0414653711030531,0,2,109819055610,1,"29383A,97001A",,2024-04-14 12:19:44,12.520000563370669,375.60001690112006,0.0008476372112735,2.23,False,False,normal,False,False,0,1,immediate,f59b31bfd2eba27685ef3447b90ffd17,1093.1385652173913,17179869184.0,0.15543856970092457,3.269001948126595
19,6a9aa8017f3db2653e9cc9ab876111ab,select,1745160783,2083512968,0,0.0237001266102782,0,1,41670259360,1,228915A,,2024-04-14 12:19:51,1.1938802363059977,23.877604726119955,0.0010595465140919,1.52,False,False,normal,False,False,0,1,immediate,6a9aa8017f3db2653e9cc9ab876111ab,1093.1385652173913,17179869184.0,0.3100210954066334,0.3100210954066334
20,9d10abac978bcc1935375fc848de2eec,select,554973355,3174125342,0,0.0373729753543647,0,2,95223760260,1,"83251A,2097A",,2024-04-14 12:20:02,5.719419344015173,171.5825803204552,0.0006357279084551,2.04,False,False,normal,False,False,0,1,immediate,9d10abac978bcc1935375fc848de2eec,1093.1385652173913,17179869184.0,0.18152111126352738,1.7105799095282344
21,80c231bea7200f48664d3e973866af60,select,243462696,2981298751,0,0.0315394439201904,0,1,59625975020,1,29381A,,2024-04-14 12:20:07,12.24540268378528,244.9080536757056,0.0012714558169103,1.71,False,False,normal,False,False,0,1,immediate,80c231bea7200f48664d3e973866af60,1093.1385652173913,17179869184.0,0.15571291877346957,0.15571291877346957
22,d1693f9c0e015ce3203bc121d4dcd397,select,2389628647,3205878916,0,0.0370887410743774,0,1,64117578320,1,30033A,,2024-04-14 12:20:11,1.3415803832217783,26.83160766443557,0.0002119093028183,2.32,False,False,normal,False,False,0,1,immediate,d1693f9c0e015ce3203bc121d4dcd397,1093.1385652173913,17179869184.0,0.3251365857201804,0.3251365857201804
