query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load
786123a40229d18deef29222cc49a1c9,select,10235443288,2979,0,0.01720347102517239,0,1,59580,1,8A,,2024-04-14 12:15:25,2.910474823784691e-07,5.820949647569382e-06,0.001034126163391934,0.09
89df2c33ce0e4d46cf118748b0df6ad8,select,5473716034,2538,0,0.009730786268060239,0,2,76140,1,"1A,0A",,2024-04-14 12:15:42,4.6367038118806437e-07,1.391011143564193e-05,0.0,0.05
63b19168043d79d20218005a3338cf37,select,1479752962,69287,0,0.011253743497622721,0,1,1385740,1,6A,,2024-04-14 12:17:58,4.6823356181259666e-05,0.0009364671236251933,0.001034126163391934,0.1
8a2f20e7f227c23f95c4597249ae81d4,select,955787310,1413,0,0.012977209061408222,0,1,28260,1,0A,,2024-04-14 12:19:08,1.4783623775042587e-06,2.9567247550085174e-05,0.001034126163391934,0.03
9d47cf199c599870f935bae5e69c2332,insert,330642101,0,347248,0.005595994842315706,0,2,0,1,"4A,3A",2A,2024-04-14 12:22:02,0.0,0.0,0.002068252326783868,0.52
943192c106b81d175d8a9480280b717d,select,10780371948,2635,0,0.016156768601880367,0,1,52700,1,0A,,2024-04-14 12:22:48,2.444257037428891e-07,4.888514074857782e-06,0.001034126163391934,0.1
6163adee828760dfc69391db7249b39d,select,1173870261,10181,0,0.00405816867627785,0,1,203620,1,8A,,2024-04-14 12:37:42,8.673019786127795e-06,0.00017346039572255592,0.001034126163391934,0.02
6f548a390e487af7720fee4d4b771d7d,select,941759466,103950,0,0.006549999315489203,0,1,2079000,1,6A,,2024-04-14 12:38:27,0.00011037850295417152,0.0022075700590834307,0.0031023784901758012,0.12
ec03a575bc1856b2487941f530574be5,select,2554840647,107283,0,0.00781219322087749,0,1,2145671,1,2A,,2024-04-14 12:44:50,4.1992279190070436e-05,0.0008398455838014088,0.002068252326783868,0.14
7c7483072ac8260be91fe3eebda0e4ab,select,1563316868,9572,0,0.010625995408751612,0,1,191440,1,1A,,2024-04-14 12:45:02,6.1228789862964625e-06,0.00012245757972592923,0.002068252326783868,0.04
210106903c7675f75ac1aa3ec4dbcccb,select,3062873907,264,0,0.006010814511076841,0,2,7920,1,"9A,0A",,2024-04-14 12:49:14,8.619355808172353e-08,2.585806742451706e-06,0.002068252326783868,0.03
2c800f141d10828469c2dadd59def9c8,select,3561614882,221,0,0.008397116297353818,0,2,6630,1,"3A,2A",,2024-04-14 12:51:59,6.205655477563021e-08,1.8616966432689064e-06,0.0031023784901758012,0.04
