,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,execution,write_delta,was_cached,cache_writes,cache_reads,execution_trigger,triggered_by,network_speed,total_runtime,runtime
0,6163adee828760dfc69391db7249b39d,select,1173870261,10181,0,0.00405816867627785,0,1,203620,1.0,8A,,2024-04-14 12:14:54,8.673019786127795e-06,0.00017346039572255592,0.0010460251046025104,0.01,True,True,normal,False,False,1,1,immediate,6163adee828760dfc69391db7249b39d,17179869184.0,0.07385527357755989,0.07291106022995475
1,2c800f141d10828469c2dadd59def9c8,select,3561267634,221,0,0.008397116297353818,0,2,6630,1.0,"0A,3A",,2024-04-14 12:18:34,6.205655477563021e-08,1.8616966432689064e-06,0.0031380753138075313,0.03,True,True,normal,False,False,1,1,immediate,2c800f141d10828469c2dadd59def9c8,17179869184.0,0.21477968473955217,0.2142867328383196
2,0d6243613647e1101a8d226743a74c4c,select,3361415229,262078,0,0.006304268845433431,0,1,5241560,1.0,8A,,2024-04-14 12:20:04,7.796656531420742e-05,0.0015593313062841484,0.0010460251046025104,0.03,True,True,normal,False,False,1,1,immediate,0d6243613647e1101a8d226743a74c4c,17179869184.0,0.20614710903371397,0.20614495724230789
3,7c7483072ac8260be91fe3eebda0e4ab,select,1563316868,9572,0,0.010625995408751612,0,1,191440,1.0,0A,,2024-04-14 12:21:59,6.1228789862964625e-06,0.00012245757972592923,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,7c7483072ac8260be91fe3eebda0e4ab,17179869184.0,0.09904459886859623,0.09847847066873154
4,786123a40229d18deef29222cc49a1c9,select,10235443288,2979,0,0.01720347102517239,0,1,59580,1.0,3A,,2024-04-14 12:22:03,2.910474823784691e-07,5.820949647569382e-06,0.0010460251046025104,0.08,True,True,normal,False,False,1,1,immediate,786123a40229d18deef29222cc49a1c9,17179869184.0,0.6065120316343028,0.6080963138592457
5,3c8d6986a54871b0ebfaf7d70c792b00,select,9067281016,3431868,0,0.01007893106905082,0,1,68637360,1.0,3A,,2024-04-14 12:26:00,0.0003784892068464816,0.007569784136929632,0.0031380753138075313,0.11,True,True,normal,False,False,1,1,immediate,3c8d6986a54871b0ebfaf7d70c792b00,17179869184.0,0.5934385380559231,0.5935711213894113
6,9edd4b03e93249fab2ba864eee07b877,select,27547407332,9550,0,0.03346337050046944,0,1,191000,1.0,8A,,2024-04-14 12:27:42,3.46675093046103e-07,6.93350186092206e-06,0.0010460251046025104,0.19,True,True,normal,False,False,1,1,immediate,9edd4b03e93249fab2ba864eee07b877,17179869184.0,1.6242891519156752,1.6237754916206828
7,3599077bb1b6c644e2c9c48848ad6273,select,2747986115,130203,0,0.0037093471472155626,0,1,2604060,1.0,0A,,2024-04-14 12:28:25,4.7381243773133115e-05,0.0009476248754626622,0.0031380753138075313,0.02,True,True,normal,False,False,1,1,immediate,3599077bb1b6c644e2c9c48848ad6273,17179869184.0,0.16628142523032108,0.16775037937735457
8,6f548a390e487af7720fee4d4b771d7d,select,941759466,103950,0,0.006549999315489203,0,1,2079000,1.0,0A,,2024-04-14 12:29:08,0.00011037850295417152,0.0022075700590834307,0.0031380753138075313,0.02,True,True,normal,False,False,1,1,immediate,6f548a390e487af7720fee4d4b771d7d,17179869184.0,0.06363202075242547,0.06217862139915773
9,210106903c7675f75ac1aa3ec4dbcccb,select,3062873907,264,0,0.006010814511076841,0,2,7920,1.0,"8A,0A",,2024-04-14 12:32:32,8.619355808172353e-08,2.585806742451706e-06,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,210106903c7675f75ac1aa3ec4dbcccb,17179869184.0,0.18355477173741688,0.18522507709089278
10,89df2c33ce0e4d46cf118748b0df6ad8,select,5473716034,2538,0,0.009730786268060239,0,2,76140,1.0,"0A,8A",,2024-04-14 12:33:12,4.6367038118806437e-07,1.391011143564193e-05,0.0,0.04,False,False,normal,False,False,0,1,immediate,89df2c33ce0e4d46cf118748b0df6ad8,17179869184.0,0.3249340436129997,0.3250144213057198
11,44484f4f8d3a5ddd885b750379a3c341,select,11001800693,2960,0,0.018619792737408946,0,1,59200,1.0,3A,,2024-04-14 12:38:07,2.6904686629010905e-07,5.380937325802181e-06,0.0020920502092050207,0.08,True,True,normal,False,False,1,1,immediate,44484f4f8d3a5ddd885b750379a3c341,17179869184.0,0.6518322783601709,0.6527416447991066
12,67d2b9fe020c800f2ee6c2ab6e6af2fc,select,2022963204,1269,0,0.004569099016946159,0,1,25380,1.0,0A,,2024-04-14 12:43:52,6.2729761840987e-07,1.25459523681974e-05,0.0010460251046025104,0.02,True,True,normal,False,False,1,1,immediate,67d2b9fe020c800f2ee6c2ab6e6af2fc,17179869184.0,0.1233466950684629,0.12285940030183198
13,7a122b32fea1d40d709aeae7f7d3fb7d,select,306391755,5380,0,0.003084045412974075,0,1,107600,1.0,0A,,2024-04-14 12:47:01,1.7559219242045206e-05,0.0003511843848409041,0.0,0.01,False,False,normal,False,False,0,1,immediate,7a122b32fea1d40d709aeae7f7d3fb7d,17179869184.0,0.020948603447646354,0.02125575439911016
14,ec03a575bc1856b2487941f530574be5,select,2554493399,107269,0,0.00781219322087749,0,1,2145380,1.0,8A,,2024-04-14 12:50:58,4.1992279190070436e-05,0.0008398455838014088,0.0020920502092050207,0.03,True,True,normal,False,False,1,1,immediate,ec03a575bc1856b2487941f530574be5,17179869184.0,0.1568130933892073,0.15812789158315063
15,d58c3e9bb210817fad1d3a8818934046,select,1695256749,35395,0,0.003988208248352592,0,1,707900,1.0,8A,,2024-04-14 12:52:10,2.0878843290775184e-05,0.00041757686581550367,0.0031380753138075313,0.01,True,True,normal,False,False,1,1,immediate,d58c3e9bb210817fad1d3a8818934046,17179869184.0,0.10457719621074109,0.10456228943459597
16,211ddd47f69a4d0a9c127eac7f23d9ec,select,6554149930,21729,0,0.011586728745372166,0,1,434580,1.0,3A,,2024-04-14 12:53:45,3.315304079410951e-06,6.630608158821902e-05,0.0020920502092050207,0.05,True,True,normal,False,False,1,1,immediate,211ddd47f69a4d0a9c127eac7f23d9ec,17179869184.0,0.3899403837528047,0.3913555071621619
17,600bd4da4746ee68c66a472dcf71536a,select,21103456466,25313,0,0.02424583312072184,0,1,506260,1.0,0A,,2024-04-14 12:53:53,1.1994717567135051e-06,2.3989435134270104e-05,0.0,0.14,False,False,normal,False,False,0,1,immediate,600bd4da4746ee68c66a472dcf71536a,17179869184.0,1.242463623953984,1.2421436828144314
18,6e93f3e1b39b855023a58189dc3b750f,select,2296222219,27188,0,0.0033767819064871823,0,1,543760,1.0,0A,,2024-04-14 12:54:19,1.1840317446209678e-05,0.00023680634892419357,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,6e93f3e1b39b855023a58189dc3b750f,17179869184.0,0.1382797774792806,0.1378135363826009
19,e0400178f04e05515fd679063f566fb7,select,11556694876,4504,0,0.015166521719417143,0,1,90080,1.0,8A,,2024-04-14 13:01:24,3.8973080524549793e-07,7.794616104909959e-06,0.0010460251046025104,0.08,True,True,normal,False,False,1,1,immediate,e0400178f04e05515fd679063f566fb7,17179869184.0,0.6839813728026074,0.6823718351004245
20,6163adee828760dfc69391db7249b39d,select,0,10181,0,0,0,1,203620,1.0,8A,,2024-04-14 13:03:54,8.673019786127795e-06,0.00017346039572255592,0.0010460251046025104,0.0,False,False,incremental,False,True,0,1,immediate,6163adee828760dfc69391db7249b39d,1250000000.0,0.001667755964078777,0.0013711262381136309
21,6759969c00ce0553ccb740f8f7497cd0,select,970162417,307,0,0.005623266686943119,0,1,6140,1.0,8A,,2024-04-14 13:04:06,3.1644186027049533e-07,6.328837205409906e-06,0.0010460251046025104,0.01,True,True,normal,False,False,1,1,immediate,6759969c00ce0553ccb740f8f7497cd0,17179869184.0,0.06252900163918551,0.06178869621654869
22,943192c106b81d175d8a9480280b717d,select,10780371948,2635,0,0.016156768601880367,0,1,52700,1.0,8A,,2024-04-14 13:05:14,2.444257037428891e-07,4.888514074857782e-06,0.0010460251046025104,0.08,True,True,normal,False,False,1,1,immediate,943192c106b81d175d8a9480280b717d,17179869184.0,0.6378897480150131,0.638565722728644
23,7a742e7262c23b69721db94ae1803898,select,60315506317,152,0,0.06112319086879108,0,1,3040,1.0,0A,,2024-04-14 13:07:27,2.520081638727098e-09,5.040163277454196e-08,0.0,0.39,False,False,normal,False,False,0,1,immediate,7a742e7262c23b69721db94ae1803898,17179869184.0,3.543368579492272,3.54279216481005
24,76c7a8801fe0d8d808f8db9cf7eb4a19,select,9754978589,26086,0,0.011976840568367328,0,2,782580,1.0,"3A,0A",,2024-04-14 13:10:31,2.674121707393119e-06,8.022365122179358e-05,0.0,0.07,False,False,normal,False,False,0,1,immediate,76c7a8801fe0d8d808f8db9cf7eb4a19,17179869184.0,0.5752851667763413,0.5753753879959906
25,63b19168043d79d20218005a3338cf37,select,1479752962,69287,0,0.011253743497622721,0,1,1385740,1.0,8A,,2024-04-14 13:10:55,4.6823356181259666e-05,0.0009364671236251933,0.0010460251046025104,0.03,True,True,normal,False,False,1,1,immediate,63b19168043d79d20218005a3338cf37,17179869184.0,0.09659599004204002,0.09534954838315929
26,6f45052814dd4fd00798d27103a46156,select,1208773679,88095,0,0.008322238434354035,0,1,1761900,1.0,8A,,2024-04-14 13:11:41,7.287964780378048e-05,0.0014575929560756095,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,6f45052814dd4fd00798d27103a46156,17179869184.0,0.07966377813657771,0.07895573184827398
27,8a2f20e7f227c23f95c4597249ae81d4,select,955787310,1413,0,0.012977209061408222,0,1,28260,1.0,0A,,2024-04-14 13:13:17,1.4783623775042587e-06,2.9567247550085174e-05,0.0010460251046025104,0.02,True,True,normal,False,False,1,1,immediate,8a2f20e7f227c23f95c4597249ae81d4,17179869184.0,0.0648681883495421,0.06495505986255128
28,9b2ae86d710fbda953dd102b1d174e07,select,653225972,24826,0,0.001910163428520909,0,1,496520,2.0,3A,,2024-04-14 13:14:40,3.800522493615731e-05,0.0007601044987231463,0.0,0.01,False,False,normal,False,False,0,1,immediate,9b2ae86d710fbda953dd102b1d174e07,17179869184.0,0.040857898912654136,0.0407063407848718
29,cd48e41daec7f6506239e0bf7e48069e,select,1199834589,39653,0,0.002547468765669022,0,1,793060,2.0,0A,,2024-04-14 13:14:45,3.304872218515447e-05,0.0006609744437030895,0.0020920502092050207,0.01,True,True,normal,False,False,1,1,immediate,cd48e41daec7f6506239e0bf7e48069e,17179869184.0,0.07510471196486783,0.07450929724875345
30,7e010752dbf1d30944316010008eb5f1,select,4018926185,6716,0,0.007601851216432056,0,1,134320,2.0,3A,,2024-04-14 13:20:44,1.671093145494037e-06,3.342186290988074e-05,0.0010460251046025104,0.03,True,True,normal,False,False,1,1,immediate,7e010752dbf1d30944316010008eb5f1,17179869184.0,0.24160653973575846,0.2406180605678497
31,21a02c48250d27c0ef9c85b49bbf19f1,select,499873105,625,0,0.0014816477415040261,0,1,12500,2.0,0A,,2024-04-14 13:21:13,1.2503173180321435e-06,2.500634636064287e-05,0.0020920502092050207,0.0,True,True,normal,False,False,1,1,immediate,21a02c48250d27c0ef9c85b49bbf19f1,17179869184.0,0.0330591858400932,0.03201821801906431
32,d9b3f8ad7abc2f276e3f02b862ce0311,select,1665525573,81542,0,0.006023856202290278,0,1,1630840,2.0,0A,,2024-04-14 13:22:48,4.895871989111752e-05,0.0009791743978223503,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,d9b3f8ad7abc2f276e3f02b862ce0311,17179869184.0,0.10412985924251399,0.10375060833239245
33,d12a18f8fb0a526a051915d6fbf125a3,select,3313411386,112635,0,0.005850526289587636,0,2,3379050,2.0,"3A,8A",,2024-04-14 13:24:13,3.399366600715846e-05,0.0010198099802147538,0.0010460251046025104,0.03,True,True,normal,False,False,1,1,immediate,d12a18f8fb0a526a051915d6fbf125a3,17179869184.0,0.20146877740722924,0.20059280837727794
34,0e5482bc0bed6136cb5edcb9b337681a,select,8262328762,239,0,0.009893339535079211,0,1,4780,2.0,3A,,2024-04-14 13:24:24,2.8926469387081984e-08,5.785293877416397e-07,0.0010460251046025104,0.06,True,True,normal,False,False,1,1,immediate,0e5482bc0bed6136cb5edcb9b337681a,17179869184.0,0.48982713653156296,0.48811352027242055
35,ad92b6edaa1e1ff2facf5b9cd02b8a39,select,6125855398,47090,0,0.008568975337801555,0,1,941800,2.0,3A,,2024-04-14 13:26:22,7.687089710830291e-06,0.00015374179421660583,0.0020920502092050207,0.04,True,True,normal,False,False,1,1,immediate,ad92b6edaa1e1ff2facf5b9cd02b8a39,17179869184.0,0.3651945727653115,0.3655015625101167
36,f713c6d8aa687efb275fff2facbbdd42,select,1514512795,3993,0,0.0038137490538009164,0,2,119790,2.0,"3A,0A",,2024-04-14 13:29:33,2.6364914269344286e-06,7.909474280803287e-05,0.0010460251046025104,0.01,True,True,normal,False,False,1,1,immediate,f713c6d8aa687efb275fff2facbbdd42,17179869184.0,0.09263826307851192,0.09232899665349287
37,7fc143bdda58003ada1b1b018514114a,select,588707670,1454,0,0.0032978496504186684,0,2,43620,2.0,"3A,0A",,2024-04-14 13:32:41,2.469816640914497e-06,7.40944992274349e-05,0.0010460251046025104,0.01,True,True,normal,False,False,1,1,immediate,7fc143bdda58003ada1b1b018514114a,17179869184.0,0.0383597685916074,0.038837855602856144
38,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152,0,0.008213281540373618,0,2,4560,2.0,"8A,0A",,2024-04-14 13:32:53,1.8911575453963007e-07,5.673472636188902e-06,0.0020920502092050207,0.02,True,True,normal,False,False,1,1,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.05362515992814803,0.05385701840519307
39,d58c3e9bb210817fad1d3a8818934046,select,0,35395,0,0,0,1,707900,2.0,3A,,2024-04-14 13:35:23,2.0878843290775184e-05,0.00041757686581550367,0.0031380753138075313,0.0,False,False,incremental,False,True,0,1,immediate,d58c3e9bb210817fad1d3a8818934046,1250000000.0,0.0020259760658216373,0.001302497562909275
