query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load
a92e31721c184ba614b6c032ee0cafc0,select,118219297,40067679688,0,0.4059060581267194,0,1,801353593760,1.0,300891A,,2024-04-14 12:14:36,338.92672943233623,6778.534588646725,0.000847637211273575,2.84
3d22f2f546489140320bbefcdd273019,select,6782357442,13605258469,0,0.14577237642210544,0,1,272105169380,1.0,29739A,,2024-04-14 12:15:31,2.0059778012802645,40.11955602560529,0.000847637211273575,2.08
68f2e33dad8df884b5cb930dc425f29f,select,7106639472,23307173710,0,0.24248030796985495,0,1,466143474200,1.0,59259A,,2024-04-14 12:15:50,3.27963361611768,65.5926723223536,0.0012714558169103624,2.8
286bd2aadd5993c446df409b551994a1,select,546198895,57789366378,0,0.5847225458804575,0,1,1155787327560,1.0,59743A,,2024-04-14 12:16:31,105.80278888700425,2116.055777740085,0.0004238186056367875,4.15
dd6548a182852aa27c0ad4fed39e6b26,select,3065229712,57757636556,0,0.5859568941910404,0,1,1155152731120,1.0,1460A,,2024-04-14 12:16:48,18.842841151475827,376.85682302951653,0.0006357279084551812,4.55
4276ae8f0546ae764cd9ea99763c69a5,select,1148828007,27483798429,0,0.2879915712445908,0,1,549675968580,1.0,59394A,,2024-04-14 12:16:50,23.923336009861046,478.466720197221,0.0014833651197287562,2.17
952eba784bfa9ad0cb80408878ad405f,select,496902837,40002297809,0,0.40618740518613233,0,1,800045956180,1.0,228709A,,2024-04-14 12:16:58,80.50325904860954,1610.0651809721908,0.0006357279084551812,2.9
eff7ad6427808438dfa3a6b812415da5,select,244070545,34887022400,0,0.3545611744521087,0,1,697740448000,1.0,228811A,,2024-04-14 12:17:07,142.93827385029192,2858.7654770058384,0.0006357279084551812,2.5
001fc7dd57242121b44b06e1915d8b5b,delete,152488125,0,35447329,0.0044128091017181575,0,1,0,1.0,918A,96A,2024-04-14 12:17:14,0.0,0.0,0.000847637211273575,0.06
2d7c99c98ee0e611255db2df9813e913,select,429236785,44203986991,0,0.4453994619804083,0,1,884079739820,1.0,59743A,,2024-04-14 12:17:20,102.98275575566059,2059.655115113212,0.0010595465140919686,3.16
f7e862f8d4691dab35ad4b86f72f22a6,delete,1349336793,0,31428685,0.006287849019654761,0,1,0,1.0,59393A,1176A,2024-04-14 12:17:45,0.0,0.0,0.0004238186056367875,0.26
2585dbd03cbc6357006735b19fd6b125,select,361588945,24382766285,0,0.24701879784877517,0,1,487655325700,1.0,58A,,2024-04-14 12:17:48,67.43227806646577,1348.6455613293156,0.0010595465140919686,1.77
913c0458c081c49e8de4cddabe945812,select,1812244451,13888949683,0,0.1411605179841982,0,1,277778993660,1.0,82955A,,2024-04-14 12:17:56,7.663949350395886,153.27898700791772,0.0010595465140919686,1.27
c4779546854349e3c6a73a775b92640d,select,3417975704,24530429035,0,0.2508094999533854,0,1,490608580700,1.0,30304A,,2024-04-14 12:18:05,7.176888064561854,143.53776129123708,0.00021190930281839374,2.28
3e17c87a3cb3d0e5dc07b17835637476,select,551793616,15031455369,0,0.15269748689365523,0,1,300629107380,1.0,228961A,,2024-04-14 12:18:16,27.24108241404518,544.8216482809037,0.0004238186056367875,1.15
6a734b83fc8691ccc049e2b59df46cc5,select,555808589,32477611753,0,0.32934519560339887,0,1,649552235060,1.0,228551A,,2024-04-14 12:18:57,58.433087209812804,1168.661744196256,0.0006357279084551812,2.37
32d9d5beaebaabe767fc5c0f2686c02b,select,3084952101,19840354476,0,0.2107722519818026,0,1,396807089520,1.0,59428A,,2024-04-14 12:19:19,6.431333073070621,128.62666146141243,0.0012714558169103624,1.94
1e1b4a047311282192ccbd967edd1797,select,331344254,13266236708,0,0.13837326712234913,0,2,397987101240,1.0,"59360A,83120A",,2024-04-14 12:19:37,40.03762415629516,1201.1287246888548,0.0006357279084551812,1.01
e98e807c3fd69fc7c1d6922913325700,select,292382989,36606351874,0,0.37092253797305313,0,2,1098190556220,1.0,"29383A,97001A",,2024-04-14 12:19:44,125.20000564738737,3756.000169421621,0.000847637211273575,2.62
5085c9bb61f5773e704bf38f7a064ed5,select,1745160783,20835129686,0,0.21121629379027826,0,1,416702593720,1.0,228915A,,2024-04-14 12:19:51,11.938802366498056,238.7760473299611,0.0010595465140919686,1.74
8990795c097d0a45e56642884932f6c0,select,554973355,31741253426,0,0.3230442561943647,0,2,952237602780,1.0,"83251A,2097A",,2024-04-14 12:20:02,57.19419345096306,1715.825803528892,0.0006357279084551812,2.33
a4d00b6b5bccacbdac68356fd5e90462,select,243462696,29812987516,0,0.29985633157019037,0,1,596259750320,1.0,29381A,,2024-04-14 12:20:07,122.45402686249724,2449.080537249945,0.0012714558169103624,2.12
97c96170580fcf2ccd4f6cfebcd73271,select,2389628647,32058789168,0,0.3256178435943774,0,1,641175783360,1.0,30033A,,2024-04-14 12:20:11,13.415803835565585,268.3160767113117,0.00021190930281839374,2.64
42bd8f7b59a4415fdc4976ac9d60d5e1,select,381078916,11168094992,0,0.11494176231054419,0,1,223361899840,1.0,96998A,,2024-04-14 12:20:23,29.30651506314246,586.1303012628492,0.0006357279084551812,0.86
c6503335d3f236beb26e9e6ec370a14d,insert,9274751502,0,2655191010,0.04084208752189998,0,1,0,1.0,45A,1045A,2024-04-14 12:20:33,0.0,0.0,0.0006357279084551812,2.3
acf2362380c38660dfe7cb6594b26755,select,255479056,20948722516,0,0.21063265977597653,0,1,418974450320,1.0,229098A,,2024-04-14 12:20:51,81.99780774201702,1639.9561548403403,0.0004238186056367875,1.5
ff7d1d70816522b89261f18f7ca94f05,select,734776852,73721783944,0,0.7430525755039263,0,1,1474435678880,1.0,34A,,2024-04-14 12:21:13,100.3322079939448,2006.644159878896,0.00021190930281839374,5.28
98bd33a1e37622cd7085a8810a6949c9,select,3255619851,10210396743,0,0.11183884862698339,0,1,204207934860,1.0,229107A,,2024-04-14 12:21:19,3.1362374018771764,62.72474803754353,0.0006357279084551812,1.28
ba3c34ebe5a638862e5ee5907031b3ae,insert,753745770,0,1479282879,0.017286520405372305,0,1,0,1.0,30372A,476A,2024-04-14 12:22:33,0.0,0.0,0.0006357279084551812,0.55
ac68116b800db2f35490693a8acaf14e,select,1034734671,12311727904,0,0.12652658529086253,0,1,246234558080,1.0,82803A,,2024-04-14 12:22:36,11.898439521796984,237.9687904359397,0.0010595465140919686,1.04
610c026b434f5d59d46e85f4609a43e1,insert,455556958,0,7686119486,0.08358635727001289,0,1,0,1.0,83066A,158A,2024-04-14 12:22:40,0.0,0.0,0.0010595465140919686,2.25
cd7e0946417f5167c95fc4c96fc02086,select,3867233932,32711532723,0,0.33450202421816977,0,2,981345981690,1.0,"241481A,47A",,2024-04-14 12:22:44,8.458638214855217,253.75914644565648,0.000847637211273575,2.93
bf01ba8b9d407b52aa647170106b3b20,insert,1761723842,0,1751604356,0.021375495126433174,0,2,0,1.0,"82782A,29069A",1286A,2024-04-14 12:22:55,0.0,0.0,0.0006357279084551812,0.79
e1943639aed702ae82ecc3cd54c8206e,select,1819929499,22631176820,0,0.23619971056846983,0,1,452623536400,1.0,257027A,,2024-04-14 12:24:00,12.435194238257688,248.70388476515376,0.0004238186056367875,1.92
fc283525aa34143cebb43357239e54b5,select,5396649921,42735161727,0,0.4436761311977855,0,1,854703234540,1.0,32A,,2024-04-14 12:24:03,7.918831562652329,158.37663125304658,0.0012714558169103624,3.93
1a638ffd8a82d1082bad5b6936dbf0cd,select,3667561730,65515645812,0,0.6612443993422987,0,1,1310312916240,1.0,688A,,2024-04-14 12:24:31,17.863542766327207,357.27085532654417,0.0006357279084551812,5.18
fb9eabb6b35726fd33ab8bb4f8bdc380,insert,366358489,0,3335589409,0.03377258084707158,0,1,0,1.0,97032A,2124A,2024-04-14 12:24:35,0.0,0.0,0.0010595465140919686,0.99
2e5ba6d1c4b8e99c0bad8930c662b4c4,select,994030869,30166341488,0,0.32093976501634347,0,2,904990244640,1.0,"241257A,29866A",,2024-04-14 12:24:42,30.347489629117344,910.4246888735203,0.000847637211273575,2.37
c3721163944d39ad93f524dc6b33fa0e,select,788316771,24550439290,0,0.25053519144655223,0,1,491008785800,1.0,279395A,,2024-04-14 12:24:53,31.14286057729958,622.8572115459916,0.0004238186056367875,1.86
9951a656ecf5c2de15f7c15b4f3f691d,select,902352724,22913161749,0,0.2324644595659826,0,2,687394852470,1.0,"228643A,40A",,2024-04-14 12:25:01,25.392688623390246,761.7806587017075,0.0012714558169103624,1.76
629ef7542c0c2756e4337fd383a05638,select,1451281163,76131459120,0,0.7644970771732259,0,1,1522629182400,1.0,23A,,2024-04-14 12:25:23,52.458104646397864,1049.1620929279572,0.0006357279084551812,5.54
59a648da39d9b7fede1f8add447a27f6,select,4570027213,22262688720,0,0.22881684298607569,0,1,445253774400,1.0,82860A,,2024-04-14 12:25:27,4.871456488633386,97.42912977266772,0.0010595465140919686,2.31
4ae6bf6dcfb7fb949a637a11bb7e1c57,select,311643102,22893842665,0,0.23736317539599291,0,1,457876853300,1.0,3603A,,2024-04-14 12:25:39,73.4617340094375,1469.23468018875,0.00021190930281839374,1.69
f90f851e30a499ac83a671283724efaf,delete,4336305369,0,42809737,0.0042459933024528735,0,2,0,1.0,"113A,1286A",2078A,2024-04-14 12:26:08,0.0,0.0,0.00021190930281839374,0.72
6874b4f0a00cdec9b3779a67e317ba6e,select,2593066426,99570172911,0,0.32600072997294144,0,2,2987105187335,1.0,"1286A,82997A",,2024-04-14 12:26:18,38.398620225389365,1151.9586067616808,0.0010595465140919686,3.29
5257d96d35bc18b51800868a49925dc8,update,1504260570,0,108602044,0.008157988031528875,0,2,0,1.0,"29319A,31A",1325A,2024-04-14 12:26:22,0.0,0.0,0.000847637211273575,0.31
ba3c34ebe5a638862e5ee5907031b3ae,insert,753745770,0,1479282879,0.017286520405372305,0,1,0,1.0,29315A,1512A,2024-04-14 12:26:41,0.0,0.0,0.0006357279084551812,0.55
83606e8e239e31cc1af595d7a2f50fe9,select,800862733,8761364960,0,0.09438829154795411,0,1,175227299200,1.0,82934A,,2024-04-14 12:26:42,10.939908424980988,218.79816849961978,0.0006357279084551812,0.78
0cd964b697e78f81da2243dd5e421482,select,668798337,61543808629,0,0.6335621224770723,0,1,1230876172580,1.0,29074A,,2024-04-14 12:27:06,92.02147377498638,1840.4294754997275,0.0004238186056367875,4.5
5365e7d55ea1d0ea9341e06f7200639a,select,15119833037,30508653718,0,0.3283579403655118,0,1,610173074360,1.0,241739A,,2024-04-14 12:27:45,2.01779038454603,40.3558076909206,0.0006357279084551812,4.66
4cb7d81fcb3dd80916101acf1a8fd862,select,373325180,42740928443,0,0.4302740709214853,0,1,854818568860,1.0,228863A,,2024-04-14 12:27:46,114.48713007518003,2289.742601503601,0.0006357279084551812,3.05
34bf811d3347dc0e886cacbe5d3eacea,select,2658703516,248573600194,0,1.0058862310938068,0,47,119315328093519,1.0,"228578A,1013A,59278A,257A,2782A,228438A,279621A,83053A,262A,2105A,241338A,214A,229257A,241722A,229122A,228455A,29078A,242131A,30106A,82878A,20A,241486A,241366A,29953A,97062A,59233A,327A,2A,134122A,29124A,1512A,4723A,96975A,83005A,1460A,24A,54A,242044A,59809A,1326A,185A,107745A,82967A,1325A,241719A,256902A,59A",,2024-04-14 12:27:49,93.49429099518821,44877.25967769034,0.0010595465140919686,8.76
cb919cdb31d71503f8fa6ab636292e8d,select,584354206,34130578089,0,0.34443284239668576,0,1,682611561780,1.0,59258A,,2024-04-14 12:28:44,58.40734564508294,1168.1469129016589,0.000847637211273575,2.49
f027f43970c95da46ac270a372468871,select,3370166936,22503976883,0,0.2289567529725482,0,3,900159075320,1.0,"453A,241711A,29465A",,2024-04-14 12:28:47,6.677407176069927,267.0962870427971,0.0006357279084551812,2.12
5090ec3933154b846a0ff6249c5f8cbb,update,26069328835,0,428442683,0.031790446495950954,0,2,0,1.0,"161A,241407A",10807A,2024-04-14 12:28:53,0.0,0.0,0.000847637211273575,4.42
9898417a5cd1abbf5fa712bf67f35600,select,279334421,24610200566,0,0.2798513082934225,0,2,738306016951,1.0,"22A,228996A",,2024-04-14 12:29:04,88.10300025652694,2643.0900076958083,0.0,1.96
49daf14a049142f47aee89d74f8f9cb9,select,3993682054,54159359353,0,0.5474013113473855,0,2,1624780780590,1.0,"300683A,228975A",,2024-04-14 12:29:13,13.561259664813567,406.837789944407,0.000847637211273575,4.44
05e7f273c96af6574faed7d5cfe83200,select,685215120,28693445641,0,0.2892923633755073,0,1,573868912820,1.0,29670A,,2024-04-14 12:29:17,41.875091199096715,837.5018239819343,0.0010595465140919686,2.12
7c2fe786131333fc8b7378fae1e6a207,select,10811466621,23349768404,0,0.2471675686332861,0,1,466995368080,1.0,4806A,,2024-04-14 12:29:35,2.1597225633241863,43.194451266483725,0.0004238186056367875,3.42
6688860f10872e88a037f12afe19e4cb,select,402416606,52361725495,0,0.5248163207216427,0,2,1570851764850,1.0,"82997A,29741A",,2024-04-14 12:29:35,130.1182026643304,3903.546079929912,0.0006357279084551812,3.71
7beb4decc5ca45bc2e62f8101d53a84b,select,1244953539,13668991498,0,0.13910564140664344,0,1,273379829960,1.0,233A,,2024-04-14 12:29:37,10.979519371445395,219.5903874289079,0.0006357279084551812,1.16
8953f175652b88c544767aceb8f3dabe,insert,1356689256,0,2017848095,0.023465489659429743,0,1,0,1.0,229032A,591A,2024-04-14 12:29:54,0.0,0.0,0.0006357279084551812,0.8
36c5f3ea19d46b99241f80f32254ec25,select,6333169553,69326169955,0,0.7022426325793543,0,2,2079785098650,1.0,"29216A,2352A",,2024-04-14 12:29:55,10.946520438910472,328.3956131673142,0.0010595465140919686,5.88
6ae27b9015a994b28d9679dd87f76bea,select,2956046265,29958924986,0,0.30698078490551467,0,1,599178499720,1.0,228587A,,2024-04-14 12:30:08,10.13479570354424,202.6959140708848,0.0006357279084551812,2.6
cd7ee92668077c40025b404d797e471b,select,990295160,29867894640,0,0.30524430584143253,0,2,896036839200,1.0,"228863A,228830A",,2024-04-14 12:30:17,30.16059842198966,904.8179526596898,0.0006357279084551812,2.27
533023e4e08ec7a38c4faf55735669aa,insert,725990733,0,2188954060,0.027398307444757682,0,1,0,1.0,279403A,1342A,2024-04-14 12:30:23,0.0,0.0,0.0010595465140919686,0.76
fd012740250803affa99a93f13b5201c,insert,4293470406,0,4672179208,0.053703238560593156,0,1,0,1.0,256788A,882A,2024-04-14 12:30:35,0.0,0.0,0.0006357279084551812,2.02
6776034cd0d596a7489399b6a42b1111,select,859606471,27921152010,0,0.2828303332073438,0,1,558423040200,1.0,97098A,,2024-04-14 12:30:58,32.48131901277881,649.6263802555762,0.0004238186056367875,2.1
972479911befb594bd45322247edc314,select,129963276,50947037314,0,0.5187628381445103,0,1,1018940746280,1.0,407A,,2024-04-14 12:31:46,392.01102713046413,7840.220542609283,0.0004238186056367875,3.62
141419c57b4adf77f029a94fe8e66cc7,select,1715499520,48223391320,0,0.4850040097735334,0,1,964467826400,1.0,228581A,,2024-04-14 12:32:51,28.110407935293388,562.2081587058677,0.0006357279084551812,3.64
5dd2535ff1a1d2dcdcb8543316ccccd2,select,549626773,20714946127,0,0.21214057027637867,0,1,414298922540,1.0,242032A,,2024-04-14 12:33:07,37.68911403993779,753.7822807987558,0.0014833651197287562,1.56
9c21c5812bb9d3d4c8233a7e63a6ff27,select,2153133164,39354375746,0,0.39657003944989394,0,1,787087514920,1.0,279504A,,2024-04-14 12:33:20,18.277724947066954,365.55449894133903,0.0010595465140919686,3.1
0391c61e39890a30346192d4064298a6,select,121212832,36305601176,0,0.3676046299943969,0,1,726112023520,1.0,8051A,,2024-04-14 12:33:45,299.51945331992573,5990.389066398515,0.000847637211273575,2.57
1a897a2cc06240ce3f716daf9c9b031a,select,379745329,52072835031,0,0.5231425702601065,0,1,1041456700620,1.0,229373A,,2024-04-14 12:33:56,137.1256762212867,2742.5135244257344,0.0006357279084551812,3.7
60715cb58e3c2276bbfee492dad52c3a,insert,1780342011,0,1123570664,0.013429259090028914,0,1,0,1.0,228708A,1176A,2024-04-14 12:34:00,0.0,0.0,0.0014833651197287562,0.61
3052ed4bbf3328621303bef556c2df18,select,197402220,63703271731,0,0.6400852660444957,0,1,1274065434620,1.0,59899A,,2024-04-14 12:34:17,322.70798034084925,6454.159606816985,0.0006357279084551812,4.48
67940f4293995113596868d142605711,delete,19053698991,0,147725984,0.02462066059532864,0,2,0,1.0,"82854A,29740A",2A,2024-04-14 12:34:36,0.0,0.0,0.0,3.2
9c40ac8aedfec452e954adaead137852,select,1332345188,30913988530,0,0.31325082454880554,0,1,618279770600,1.0,229659A,,2024-04-14 12:34:37,23.202687117747146,464.0537423549429,0.0006357279084551812,2.39
d145ebb64f8dd52515538bea1228ee8d,insert,581213868,7,3325996420,0.03645580205551617,0,2,5,1.0,"82819A,228896A",36A,2024-04-14 12:34:41,0.0,0.0,0.0,1.04
