query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load
050fd1c8faedb1bac7fa1a684cefedf1,select,118219297,4006767968,0,0.04529694092671944,0,1,80135359360,1.0,300891A,,2024-04-14 12:14:36,33.89267293646654,677.8534587293308,0.000847637211273575,2.4
1fcc253f751a441ed1f60392a5e68fa0,select,6782357442,1360525846,0,0.023325050192105443,0,1,27210516920,1.0,29739A,,2024-04-14 12:15:31,0.20059777999532924,4.011955599906585,0.000847637211273575,2.24
a8742ed4e427b21e5ec23107238448d0,select,7106639472,2330717371,0,0.03271574457985494,0,1,46614347420,1.0,59259A,,2024-04-14 12:15:50,0.327963361611768,6.55926723223536,0.0012714558169103624,2.79
10944d9197940464261ff558d34c01c7,select,546198895,5778936637,0,0.06461824847045744,0,1,115578732740,1.0,59743A,,2024-04-14 12:16:31,10.580278887235757,211.60557774471513,0.0004238186056367875,3.49
67371b1c6407a2f05c2b48d82882a2aa,select,3065229712,5775763655,0,0.06613816518104024,0,1,115515273100,1.0,1460A,,2024-04-14 12:16:48,1.8842841149518388,37.68568229903678,0.0006357279084551812,3.96
dc0872a12fdf6ce122a9201777def747,select,1148828007,2748379842,0,0.040637385374590725,0,1,54967596840,1.0,59394A,,2024-04-14 12:16:50,2.3923336002026976,47.84667200405396,0.0014833651197287562,2.24
0f78baa587eeee456ebdf377ddef39c8,select,496902837,4000229780,0,0.04616672489613232,0,1,80004595600,1.0,228709A,,2024-04-14 12:16:58,8.050325903049734,161.0065180609947,0.0006357279084551812,2.5
eb046d72a7a12f2a1013e65dfe1fb870,select,244070545,3488702240,0,0.04057797285210873,0,1,69774044800,1.0,228811A,,2024-04-14 12:17:07,14.293827385029193,285.87654770058384,0.0006357279084551812,2.16
001fc7dd57242121b44b06e1915d8b5b,delete,152488125,0,35447329,0.0044128091017181575,0,1,0,1.0,918A,96A,2024-04-14 12:17:14,0.0,0.0,0.000847637211273575,0.23
88a613c0eb04ba59a2060db11d9d4e4d,select,429236785,4420398699,0,0.04756357906040833,0,1,88407973980,1.0,59743A,,2024-04-14 12:17:20,10.298275575333088,205.96551150666176,0.0010595465140919686,2.59
f7e862f8d4691dab35ad4b86f72f22a6,delete,1349336793,0,31428685,0.006287849019654761,0,1,0,1.0,59393A,1176A,2024-04-14 12:17:45,0.0,0.0,0.0004238186056367875,0.5
d27e28fe63477d2505c582c277ac4429,select,361588945,2438276628,0,0.027573901278775174,0,1,48765532560,1.0,58A,,2024-04-14 12:17:48,6.743227805263792,134.86455610527585,0.0010595465140919686,1.51
08655b6f8567a94a173fb8027183799c,select,1812244451,1388894968,0,0.016159970834198203,0,1,27777899360,1.0,82955A,,2024-04-14 12:17:56,0.7663949348740481,15.327898697480961,0.0010595465140919686,1.13
056b6f2047745aeca20f968fa4c1db2e,select,3417975704,2453042903,0,0.030035638633385372,0,1,49060858060,1.0,30304A,,2024-04-14 12:18:05,0.7176888063099,14.353776126198,0.00021190930281839374,2.1
1729b57926bc8942d5f1823abb547693,select,551793616,1503145536,0,0.01741438856365524,0,1,30062910720,1.0,228961A,,2024-04-14 12:18:16,2.7241082397734737,54.48216479546947,0.0004238186056367875,1.0
2340a38951158eba1e43bbf34ab5c4de,select,555808589,3247761175,0,0.03704668982339886,0,1,64955223500,1.0,228551A,,2024-04-14 12:18:57,5.843308720441526,116.86617440883052,0.0006357279084551812,2.03
099781a65f58ae0d9e685eed7f2d88b8,select,3084952101,1984035447,0,0.03220906169180259,0,1,39680708940,1.0,59428A,,2024-04-14 12:19:19,0.6431333071125697,12.862666142251394,0.0012714558169103624,2.1
a2e1c314d19dbe4a1f7863ed0aacbbf1,select,331344254,1326623670,0,0.018977136742349146,0,2,39798710100,1.0,"59360A,83120A",,2024-04-14 12:19:37,4.003762413215109,120.11287239645327,0.0006357279084551812,1.02
f59b31bfd2eba27685ef3447b90ffd17,select,292382989,3660635187,0,0.04146537110305315,0,2,109819055610,1.0,"29383A,97001A",,2024-04-14 12:19:44,12.520000563370669,375.60001690112006,0.000847637211273575,2.23
6a9aa8017f3db2653e9cc9ab876111ab,select,1745160783,2083512968,0,0.023700126610278267,0,1,41670259360,1.0,228915A,,2024-04-14 12:19:51,1.1938802363059977,23.877604726119955,0.0010595465140919686,1.52
9d10abac978bcc1935375fc848de2eec,select,554973355,3174125342,0,0.03737297535436471,0,2,95223760260,1.0,"83251A,2097A",,2024-04-14 12:20:02,5.719419344015173,171.5825803204552,0.0006357279084551812,2.04
80c231bea7200f48664d3e973866af60,select,243462696,2981298751,0,0.03153944392019043,0,1,59625975020,1.0,29381A,,2024-04-14 12:20:07,12.245402683785281,244.90805367570562,0.0012714558169103624,1.71
d1693f9c0e015ce3203bc121d4dcd397,select,2389628647,3205878916,0,0.03708874107437741,0,1,64117578320,1.0,30033A,,2024-04-14 12:20:11,1.3415803832217785,26.83160766443557,0.00021190930281839374,2.32
d9e27993afdefb70871db9282bca9750,select,381078916,1116809499,0,0.014428907380544176,0,1,22336189980,1.0,96998A,,2024-04-14 12:20:23,2.9306515057894202,58.613030115788405,0.0006357279084551812,0.8
c6503335d3f236beb26e9e6ec370a14d,insert,9274751502,0,2655191010,0.04084208752189998,0,1,0,1.0,45A,1045A,2024-04-14 12:20:33,0.0,0.0,0.0006357279084551812,3.87
0c6ea54d9a43b19b5e8e7ea285bfa5a0,select,255479056,2094872251,0,0.022094157125976496,0,1,41897445020,1.0,229098A,,2024-04-14 12:20:51,8.199780771853172,163.99561543706346,0.0004238186056367875,1.21
79a2ab1d4991dcbb1bccf7ee092533df,select,734776852,7372178394,0,0.07955652000392631,0,1,147443567880,1.0,34A,,2024-04-14 12:21:13,10.033220798850097,200.66441597700197,0.00021190930281839374,4.33
801aab000fbf81efc6788a80db9648f6,select,3255619851,1021039674,0,0.019945277936983394,0,1,20420793480,1.0,229107A,,2024-04-14 12:21:19,0.31362374009556926,6.272474801911386,0.0006357279084551812,1.5
ba3c34ebe5a638862e5ee5907031b3ae,insert,753745770,0,1479282879,0.017286520405372305,0,1,0,1.0,30372A,476A,2024-04-14 12:22:33,0.0,0.0,0.0006357279084551812,1.21
8e6f203a3e77b92371a4b5d5ab421ea9,select,1034734671,1231172790,0,0.015721034150862515,0,1,24623455800,1.0,82803A,,2024-04-14 12:22:36,1.1898439517931259,23.796879035862517,0.0010595465140919686,0.98
610c026b434f5d59d46e85f4609a43e1,insert,455556958,0,7686119486,0.08358635727001289,0,1,0,1.0,83066A,158A,2024-04-14 12:22:40,0.0,0.0,0.0010595465140919686,5.47
c92a5460f335a8540cf59dc27c197e53,select,3867233932,3271153272,0,0.040098229708169814,0,2,98134598160,1.0,"241481A,47A",,2024-04-14 12:22:44,0.8458638214079468,25.375914642238406,0.000847637211273575,2.7
bf01ba8b9d407b52aa647170106b3b20,insert,1761723842,0,1751604356,0.021375495126433174,0,2,0,1.0,"82782A,29069A",1286A,2024-04-14 12:22:55,0.0,0.0,0.0006357279084551812,1.61
13de464d3063711243ba2ce41db4627c,select,1819929499,2263117682,0,0.03251911918846981,0,1,45262353640,1.0,257027A,,2024-04-14 12:24:00,1.2435194238257687,24.870388476515377,0.0004238186056367875,1.94
1b5849c32825bf8fb3528d07cb2b8d4e,select,5396649921,4273516172,0,0.05905967564778547,0,1,85470323440,1.0,32A,,2024-04-14 12:24:03,0.7918831561355228,15.837663122710456,0.0012714558169103624,3.87
d6ccb51196d571efe9750c68316463e5,select,3667561730,6551564581,0,0.07160358703229866,0,1,131031291620,1.0,688A,,2024-04-14 12:24:31,1.7863542765781886,35.72708553156377,0.0006357279084551812,4.37
fb9eabb6b35726fd33ab8bb4f8bdc380,insert,366358489,0,3335589409,0.03377258084707158,0,1,0,1.0,97032A,2124A,2024-04-14 12:24:35,0.0,0.0,0.0010595465140919686,2.29
63aebe93a1e9ed27705df7cb532f45e8,select,994030869,3016634148,0,0.04944269161634343,0,2,90499024440,1.0,"241257A,29866A",,2024-04-14 12:24:42,3.03474896210693,91.04246886320792,0.000847637211273575,2.63
05ef02f0296fe29037a190b9559a908b,select,788316771,2455043929,0,0.02958123783655223,0,1,49100878580,1.0,279395A,,2024-04-14 12:24:53,3.114286057729958,62.28572115459916,0.0004238186056367875,1.67
3bbc96bfb20bd7443077444ab38d5c70,select,902352724,2291316174,0,0.02624600381598259,0,2,68739485220,1.0,"228643A,40A",,2024-04-14 12:25:01,2.539268861341632,76.17806584024896,0.0012714558169103624,1.52
